#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P60484	uniprotkb:Q60592	intact:EBI-696162|uniprotkb:O00633|uniprotkb:O02679|uniprotkb:Q6ICT7|uniprotkb:B2R904|uniprotkb:F2YHV0	intact:EBI-493888|uniprotkb:Q6P9M1|uniprotkb:Q8CHD1	psi-mi:pten_human(display_long)|uniprotkb:Phosphatase and tensin homolog(gene name synonym)|uniprotkb:Mutated in multiple advanced cancers 1(gene name synonym)|uniprotkb:PTEN(gene name)|psi-mi:PTEN(display_short)|uniprotkb:MMAC1(gene name synonym)|uniprotkb:TEP1(gene name synonym)	psi-mi:mast2_mouse(display_long)|uniprotkb:Mast205(gene name synonym)|uniprotkb:Mast2(gene name)|psi-mi:Mast2(display_short)	psi-mi:"MI:0424"(protein kinase assay)	Valiente et al. (2005)	pubmed:15951562	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0217"(phosphorylation reaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-696548	intact-miscore:0.59
uniprotkb:Q99963	uniprotkb:Q99700	intact:EBI-473910|uniprotkb:O43553|uniprotkb:O43554	intact:EBI-697691|uniprotkb:Q24JQ7|uniprotkb:Q6ZQZ7|uniprotkb:Q99493|uniprotkb:A6NLD4	psi-mi:sh3g3_human(display_long)|uniprotkb:Endophilin-3(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 3(gene name synonym)|uniprotkb:SH3 domain protein 2C(gene name synonym)|uniprotkb:EEN-B2(gene name synonym)|uniprotkb:SH3GL3(gene name)|psi-mi:SH3GL3(display_short)|uniprotkb:CNSA3(gene name synonym)|uniprotkb:SH3D2C(gene name synonym)	psi-mi:atx2_human(display_long)|uniprotkb:Spinocerebellar ataxia type 2 protein(gene name synonym)|uniprotkb:Trinucleotide repeat-containing gene 13 protein(gene name synonym)|uniprotkb:SCA2(gene name synonym)|uniprotkb:TNRC13(gene name synonym)|uniprotkb:ATXN2(gene name)|psi-mi:ATXN2(display_short)|uniprotkb:ATX2(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Ralser et al. (2005)	pubmed:16115810	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-697725	intact-miscore:0.76
uniprotkb:Q99700	uniprotkb:Q99963	intact:EBI-697691|uniprotkb:Q24JQ7|uniprotkb:Q6ZQZ7|uniprotkb:Q99493|uniprotkb:A6NLD4	intact:EBI-473910|uniprotkb:O43553|uniprotkb:O43554	psi-mi:atx2_human(display_long)|uniprotkb:Spinocerebellar ataxia type 2 protein(gene name synonym)|uniprotkb:Trinucleotide repeat-containing gene 13 protein(gene name synonym)|uniprotkb:SCA2(gene name synonym)|uniprotkb:TNRC13(gene name synonym)|uniprotkb:ATXN2(gene name)|psi-mi:ATXN2(display_short)|uniprotkb:ATX2(gene name synonym)	psi-mi:sh3g3_human(display_long)|uniprotkb:Endophilin-3(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 3(gene name synonym)|uniprotkb:SH3 domain protein 2C(gene name synonym)|uniprotkb:EEN-B2(gene name synonym)|uniprotkb:SH3GL3(gene name)|psi-mi:SH3GL3(display_short)|uniprotkb:CNSA3(gene name synonym)|uniprotkb:SH3D2C(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Ralser et al. (2005)	pubmed:16115810	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-697737	intact-miscore:0.76
uniprotkb:Q99962	uniprotkb:Q99700	intact:EBI-77938|uniprotkb:Q9NQK5|uniprotkb:B2R618	intact:EBI-697691|uniprotkb:Q24JQ7|uniprotkb:Q6ZQZ7|uniprotkb:Q99493|uniprotkb:A6NLD4	psi-mi:sh3g2_human(display_long)|uniprotkb:Endophilin-1(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 2(gene name synonym)|uniprotkb:SH3 domain protein 2A(gene name synonym)|uniprotkb:EEN-B1(gene name synonym)|uniprotkb:SH3GL2(gene name)|psi-mi:SH3GL2(display_short)|uniprotkb:CNSA2(gene name synonym)|uniprotkb:SH3D2A(gene name synonym)	psi-mi:atx2_human(display_long)|uniprotkb:Spinocerebellar ataxia type 2 protein(gene name synonym)|uniprotkb:Trinucleotide repeat-containing gene 13 protein(gene name synonym)|uniprotkb:SCA2(gene name synonym)|uniprotkb:TNRC13(gene name synonym)|uniprotkb:ATXN2(gene name)|psi-mi:ATXN2(display_short)|uniprotkb:ATX2(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Ralser et al. (2005)	pubmed:16115810	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-697742	intact-miscore:0.78
uniprotkb:Q99962	uniprotkb:Q99961	intact:EBI-77938|uniprotkb:Q9NQK5|uniprotkb:B2R618	intact:EBI-697911|uniprotkb:Q99668|uniprotkb:B4DRA1|uniprotkb:E7EVZ4|uniprotkb:M0QZV5	psi-mi:sh3g2_human(display_long)|uniprotkb:Endophilin-1(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 2(gene name synonym)|uniprotkb:SH3 domain protein 2A(gene name synonym)|uniprotkb:EEN-B1(gene name synonym)|uniprotkb:SH3GL2(gene name)|psi-mi:SH3GL2(display_short)|uniprotkb:CNSA2(gene name synonym)|uniprotkb:SH3D2A(gene name synonym)	psi-mi:sh3g1_human(display_long)|uniprotkb:Endophilin-2(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 1(gene name synonym)|uniprotkb:SH3 domain protein 2B(gene name synonym)|uniprotkb:Extra eleven-nineteen leukemia fusion gene protein(gene name synonym)|uniprotkb:EEN fusion partner of MLL(gene name synonym)|uniprotkb:SH3GL1(gene name)|psi-mi:SH3GL1(display_short)|uniprotkb:CNSA1(gene name synonym)|uniprotkb:SH3D2B(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Ralser et al. (2005)	pubmed:16115810	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-697923	intact-miscore:0.67
uniprotkb:Q99963	uniprotkb:Q99962	intact:EBI-473910|uniprotkb:O43553|uniprotkb:O43554	intact:EBI-77938|uniprotkb:Q9NQK5|uniprotkb:B2R618	psi-mi:sh3g3_human(display_long)|uniprotkb:Endophilin-3(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 3(gene name synonym)|uniprotkb:SH3 domain protein 2C(gene name synonym)|uniprotkb:EEN-B2(gene name synonym)|uniprotkb:SH3GL3(gene name)|psi-mi:SH3GL3(display_short)|uniprotkb:CNSA3(gene name synonym)|uniprotkb:SH3D2C(gene name synonym)	psi-mi:sh3g2_human(display_long)|uniprotkb:Endophilin-1(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 2(gene name synonym)|uniprotkb:SH3 domain protein 2A(gene name synonym)|uniprotkb:EEN-B1(gene name synonym)|uniprotkb:SH3GL2(gene name)|psi-mi:SH3GL2(display_short)|uniprotkb:CNSA2(gene name synonym)|uniprotkb:SH3D2A(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Ralser et al. (2005)	pubmed:16115810	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-697932	intact-miscore:0.63
uniprotkb:Q99962	uniprotkb:Q99962	intact:EBI-77938|uniprotkb:Q9NQK5|uniprotkb:B2R618	intact:EBI-77938|uniprotkb:Q9NQK5|uniprotkb:B2R618	psi-mi:sh3g2_human(display_long)|uniprotkb:Endophilin-1(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 2(gene name synonym)|uniprotkb:SH3 domain protein 2A(gene name synonym)|uniprotkb:EEN-B1(gene name synonym)|uniprotkb:SH3GL2(gene name)|psi-mi:SH3GL2(display_short)|uniprotkb:CNSA2(gene name synonym)|uniprotkb:SH3D2A(gene name synonym)	psi-mi:sh3g2_human(display_long)|uniprotkb:Endophilin-1(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 2(gene name synonym)|uniprotkb:SH3 domain protein 2A(gene name synonym)|uniprotkb:EEN-B1(gene name synonym)|uniprotkb:SH3GL2(gene name)|psi-mi:SH3GL2(display_short)|uniprotkb:CNSA2(gene name synonym)|uniprotkb:SH3D2A(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Ralser et al. (2005)	pubmed:16115810	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-697936	intact-miscore:0.74
uniprotkb:Q99961	uniprotkb:Q99961	intact:EBI-697911|uniprotkb:Q99668|uniprotkb:B4DRA1|uniprotkb:E7EVZ4|uniprotkb:M0QZV5	intact:EBI-697911|uniprotkb:Q99668|uniprotkb:B4DRA1|uniprotkb:E7EVZ4|uniprotkb:M0QZV5	psi-mi:sh3g1_human(display_long)|uniprotkb:Endophilin-2(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 1(gene name synonym)|uniprotkb:SH3 domain protein 2B(gene name synonym)|uniprotkb:Extra eleven-nineteen leukemia fusion gene protein(gene name synonym)|uniprotkb:EEN fusion partner of MLL(gene name synonym)|uniprotkb:SH3GL1(gene name)|psi-mi:SH3GL1(display_short)|uniprotkb:CNSA1(gene name synonym)|uniprotkb:SH3D2B(gene name synonym)	psi-mi:sh3g1_human(display_long)|uniprotkb:Endophilin-2(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 1(gene name synonym)|uniprotkb:SH3 domain protein 2B(gene name synonym)|uniprotkb:Extra eleven-nineteen leukemia fusion gene protein(gene name synonym)|uniprotkb:EEN fusion partner of MLL(gene name synonym)|uniprotkb:SH3GL1(gene name)|psi-mi:SH3GL1(display_short)|uniprotkb:CNSA1(gene name synonym)|uniprotkb:SH3D2B(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Ralser et al. (2005)	pubmed:16115810	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-697940	intact-miscore:0.80
uniprotkb:Q99963	uniprotkb:Q99963	intact:EBI-473910|uniprotkb:O43553|uniprotkb:O43554	intact:EBI-473910|uniprotkb:O43553|uniprotkb:O43554	psi-mi:sh3g3_human(display_long)|uniprotkb:Endophilin-3(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 3(gene name synonym)|uniprotkb:SH3 domain protein 2C(gene name synonym)|uniprotkb:EEN-B2(gene name synonym)|uniprotkb:SH3GL3(gene name)|psi-mi:SH3GL3(display_short)|uniprotkb:CNSA3(gene name synonym)|uniprotkb:SH3D2C(gene name synonym)	psi-mi:sh3g3_human(display_long)|uniprotkb:Endophilin-3(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 3(gene name synonym)|uniprotkb:SH3 domain protein 2C(gene name synonym)|uniprotkb:EEN-B2(gene name synonym)|uniprotkb:SH3GL3(gene name)|psi-mi:SH3GL3(display_short)|uniprotkb:CNSA3(gene name synonym)|uniprotkb:SH3D2C(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Ralser et al. (2005)	pubmed:16115810	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-697956	intact-miscore:0.63
uniprotkb:Q99961	uniprotkb:Q99963	intact:EBI-697911|uniprotkb:Q99668|uniprotkb:B4DRA1|uniprotkb:E7EVZ4|uniprotkb:M0QZV5	intact:EBI-473910|uniprotkb:O43553|uniprotkb:O43554	psi-mi:sh3g1_human(display_long)|uniprotkb:Endophilin-2(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 1(gene name synonym)|uniprotkb:SH3 domain protein 2B(gene name synonym)|uniprotkb:Extra eleven-nineteen leukemia fusion gene protein(gene name synonym)|uniprotkb:EEN fusion partner of MLL(gene name synonym)|uniprotkb:SH3GL1(gene name)|psi-mi:SH3GL1(display_short)|uniprotkb:CNSA1(gene name synonym)|uniprotkb:SH3D2B(gene name synonym)	psi-mi:sh3g3_human(display_long)|uniprotkb:Endophilin-3(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 3(gene name synonym)|uniprotkb:SH3 domain protein 2C(gene name synonym)|uniprotkb:EEN-B2(gene name synonym)|uniprotkb:SH3GL3(gene name)|psi-mi:SH3GL3(display_short)|uniprotkb:CNSA3(gene name synonym)|uniprotkb:SH3D2C(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Ralser et al. (2005)	pubmed:16115810	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-697961	intact-miscore:0.67
uniprotkb:Q99962	uniprotkb:Q99961	intact:EBI-77938|uniprotkb:Q9NQK5|uniprotkb:B2R618	intact:EBI-697911|uniprotkb:Q99668|uniprotkb:B4DRA1|uniprotkb:E7EVZ4|uniprotkb:M0QZV5	psi-mi:sh3g2_human(display_long)|uniprotkb:Endophilin-1(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 2(gene name synonym)|uniprotkb:SH3 domain protein 2A(gene name synonym)|uniprotkb:EEN-B1(gene name synonym)|uniprotkb:SH3GL2(gene name)|psi-mi:SH3GL2(display_short)|uniprotkb:CNSA2(gene name synonym)|uniprotkb:SH3D2A(gene name synonym)	psi-mi:sh3g1_human(display_long)|uniprotkb:Endophilin-2(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 1(gene name synonym)|uniprotkb:SH3 domain protein 2B(gene name synonym)|uniprotkb:Extra eleven-nineteen leukemia fusion gene protein(gene name synonym)|uniprotkb:EEN fusion partner of MLL(gene name synonym)|uniprotkb:SH3GL1(gene name)|psi-mi:SH3GL1(display_short)|uniprotkb:CNSA1(gene name synonym)|uniprotkb:SH3D2B(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Ralser et al. (2005)	pubmed:16115810	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-697969	intact-miscore:0.67
uniprotkb:Q99963	uniprotkb:Q99961	intact:EBI-473910|uniprotkb:O43553|uniprotkb:O43554	intact:EBI-697911|uniprotkb:Q99668|uniprotkb:B4DRA1|uniprotkb:E7EVZ4|uniprotkb:M0QZV5	psi-mi:sh3g3_human(display_long)|uniprotkb:Endophilin-3(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 3(gene name synonym)|uniprotkb:SH3 domain protein 2C(gene name synonym)|uniprotkb:EEN-B2(gene name synonym)|uniprotkb:SH3GL3(gene name)|psi-mi:SH3GL3(display_short)|uniprotkb:CNSA3(gene name synonym)|uniprotkb:SH3D2C(gene name synonym)	psi-mi:sh3g1_human(display_long)|uniprotkb:Endophilin-2(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 1(gene name synonym)|uniprotkb:SH3 domain protein 2B(gene name synonym)|uniprotkb:Extra eleven-nineteen leukemia fusion gene protein(gene name synonym)|uniprotkb:EEN fusion partner of MLL(gene name synonym)|uniprotkb:SH3GL1(gene name)|psi-mi:SH3GL1(display_short)|uniprotkb:CNSA1(gene name synonym)|uniprotkb:SH3D2B(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Ralser et al. (2005)	pubmed:16115810	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-697973	intact-miscore:0.67
uniprotkb:Q99962	uniprotkb:Q99963	intact:EBI-77938|uniprotkb:Q9NQK5|uniprotkb:B2R618	intact:EBI-473910|uniprotkb:O43553|uniprotkb:O43554	psi-mi:sh3g2_human(display_long)|uniprotkb:Endophilin-1(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 2(gene name synonym)|uniprotkb:SH3 domain protein 2A(gene name synonym)|uniprotkb:EEN-B1(gene name synonym)|uniprotkb:SH3GL2(gene name)|psi-mi:SH3GL2(display_short)|uniprotkb:CNSA2(gene name synonym)|uniprotkb:SH3D2A(gene name synonym)	psi-mi:sh3g3_human(display_long)|uniprotkb:Endophilin-3(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 3(gene name synonym)|uniprotkb:SH3 domain protein 2C(gene name synonym)|uniprotkb:EEN-B2(gene name synonym)|uniprotkb:SH3GL3(gene name)|psi-mi:SH3GL3(display_short)|uniprotkb:CNSA3(gene name synonym)|uniprotkb:SH3D2C(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Ralser et al. (2005)	pubmed:16115810	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-697977	intact-miscore:0.63
uniprotkb:Q99962	uniprotkb:Q99700	intact:EBI-77938|uniprotkb:Q9NQK5|uniprotkb:B2R618	intact:EBI-697691|uniprotkb:Q24JQ7|uniprotkb:Q6ZQZ7|uniprotkb:Q99493|uniprotkb:A6NLD4	psi-mi:sh3g2_human(display_long)|uniprotkb:Endophilin-1(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 2(gene name synonym)|uniprotkb:SH3 domain protein 2A(gene name synonym)|uniprotkb:EEN-B1(gene name synonym)|uniprotkb:SH3GL2(gene name)|psi-mi:SH3GL2(display_short)|uniprotkb:CNSA2(gene name synonym)|uniprotkb:SH3D2A(gene name synonym)	psi-mi:atx2_human(display_long)|uniprotkb:Spinocerebellar ataxia type 2 protein(gene name synonym)|uniprotkb:Trinucleotide repeat-containing gene 13 protein(gene name synonym)|uniprotkb:SCA2(gene name synonym)|uniprotkb:TNRC13(gene name synonym)|uniprotkb:ATXN2(gene name)|psi-mi:ATXN2(display_short)|uniprotkb:ATX2(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Ralser et al. (2005)	pubmed:16115810	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-697832	intact-miscore:0.78
uniprotkb:Q99700	uniprotkb:Q99963	intact:EBI-697691|uniprotkb:Q24JQ7|uniprotkb:Q6ZQZ7|uniprotkb:Q99493|uniprotkb:A6NLD4	intact:EBI-473910|uniprotkb:O43553|uniprotkb:O43554	psi-mi:atx2_human(display_long)|uniprotkb:Spinocerebellar ataxia type 2 protein(gene name synonym)|uniprotkb:Trinucleotide repeat-containing gene 13 protein(gene name synonym)|uniprotkb:SCA2(gene name synonym)|uniprotkb:TNRC13(gene name synonym)|uniprotkb:ATXN2(gene name)|psi-mi:ATXN2(display_short)|uniprotkb:ATX2(gene name synonym)	psi-mi:sh3g3_human(display_long)|uniprotkb:Endophilin-3(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 3(gene name synonym)|uniprotkb:SH3 domain protein 2C(gene name synonym)|uniprotkb:EEN-B2(gene name synonym)|uniprotkb:SH3GL3(gene name)|psi-mi:SH3GL3(display_short)|uniprotkb:CNSA3(gene name synonym)|uniprotkb:SH3D2C(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Ralser et al. (2005)	pubmed:16115810	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-697841	intact-miscore:0.76
uniprotkb:Q99962	uniprotkb:Q99962	intact:EBI-77938|uniprotkb:Q9NQK5|uniprotkb:B2R618	intact:EBI-77938|uniprotkb:Q9NQK5|uniprotkb:B2R618	psi-mi:sh3g2_human(display_long)|uniprotkb:Endophilin-1(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 2(gene name synonym)|uniprotkb:SH3 domain protein 2A(gene name synonym)|uniprotkb:EEN-B1(gene name synonym)|uniprotkb:SH3GL2(gene name)|psi-mi:SH3GL2(display_short)|uniprotkb:CNSA2(gene name synonym)|uniprotkb:SH3D2A(gene name synonym)	psi-mi:sh3g2_human(display_long)|uniprotkb:Endophilin-1(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 2(gene name synonym)|uniprotkb:SH3 domain protein 2A(gene name synonym)|uniprotkb:EEN-B1(gene name synonym)|uniprotkb:SH3GL2(gene name)|psi-mi:SH3GL2(display_short)|uniprotkb:CNSA2(gene name synonym)|uniprotkb:SH3D2A(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Ralser et al. (2005)	pubmed:16115810	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-697992	intact-miscore:0.74
uniprotkb:Q99963	uniprotkb:Q99962	intact:EBI-473910|uniprotkb:O43553|uniprotkb:O43554	intact:EBI-77938|uniprotkb:Q9NQK5|uniprotkb:B2R618	psi-mi:sh3g3_human(display_long)|uniprotkb:Endophilin-3(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 3(gene name synonym)|uniprotkb:SH3 domain protein 2C(gene name synonym)|uniprotkb:EEN-B2(gene name synonym)|uniprotkb:SH3GL3(gene name)|psi-mi:SH3GL3(display_short)|uniprotkb:CNSA3(gene name synonym)|uniprotkb:SH3D2C(gene name synonym)	psi-mi:sh3g2_human(display_long)|uniprotkb:Endophilin-1(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 2(gene name synonym)|uniprotkb:SH3 domain protein 2A(gene name synonym)|uniprotkb:EEN-B1(gene name synonym)|uniprotkb:SH3GL2(gene name)|psi-mi:SH3GL2(display_short)|uniprotkb:CNSA2(gene name synonym)|uniprotkb:SH3D2A(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Ralser et al. (2005)	pubmed:16115810	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-697999	intact-miscore:0.63
uniprotkb:Q99963	uniprotkb:Q99962	intact:EBI-473910|uniprotkb:O43553|uniprotkb:O43554	intact:EBI-77938|uniprotkb:Q9NQK5|uniprotkb:B2R618	psi-mi:sh3g3_human(display_long)|uniprotkb:Endophilin-3(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 3(gene name synonym)|uniprotkb:SH3 domain protein 2C(gene name synonym)|uniprotkb:EEN-B2(gene name synonym)|uniprotkb:SH3GL3(gene name)|psi-mi:SH3GL3(display_short)|uniprotkb:CNSA3(gene name synonym)|uniprotkb:SH3D2C(gene name synonym)	psi-mi:sh3g2_human(display_long)|uniprotkb:Endophilin-1(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 2(gene name synonym)|uniprotkb:SH3 domain protein 2A(gene name synonym)|uniprotkb:EEN-B1(gene name synonym)|uniprotkb:SH3GL2(gene name)|psi-mi:SH3GL2(display_short)|uniprotkb:CNSA2(gene name synonym)|uniprotkb:SH3D2A(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Ralser et al. (2005)	pubmed:16115810	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-698006	intact-miscore:0.63
uniprotkb:Q99963	uniprotkb:Q99963	intact:EBI-473910|uniprotkb:O43553|uniprotkb:O43554	intact:EBI-473910|uniprotkb:O43553|uniprotkb:O43554	psi-mi:sh3g3_human(display_long)|uniprotkb:Endophilin-3(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 3(gene name synonym)|uniprotkb:SH3 domain protein 2C(gene name synonym)|uniprotkb:EEN-B2(gene name synonym)|uniprotkb:SH3GL3(gene name)|psi-mi:SH3GL3(display_short)|uniprotkb:CNSA3(gene name synonym)|uniprotkb:SH3D2C(gene name synonym)	psi-mi:sh3g3_human(display_long)|uniprotkb:Endophilin-3(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 3(gene name synonym)|uniprotkb:SH3 domain protein 2C(gene name synonym)|uniprotkb:EEN-B2(gene name synonym)|uniprotkb:SH3GL3(gene name)|psi-mi:SH3GL3(display_short)|uniprotkb:CNSA3(gene name synonym)|uniprotkb:SH3D2C(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Ralser et al. (2005)	pubmed:16115810	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-698013	intact-miscore:0.63
uniprotkb:Q99700	uniprotkb:Q99962	intact:EBI-697691|uniprotkb:Q24JQ7|uniprotkb:Q6ZQZ7|uniprotkb:Q99493|uniprotkb:A6NLD4	intact:EBI-77938|uniprotkb:Q9NQK5|uniprotkb:B2R618	psi-mi:atx2_human(display_long)|uniprotkb:Spinocerebellar ataxia type 2 protein(gene name synonym)|uniprotkb:Trinucleotide repeat-containing gene 13 protein(gene name synonym)|uniprotkb:SCA2(gene name synonym)|uniprotkb:TNRC13(gene name synonym)|uniprotkb:ATXN2(gene name)|psi-mi:ATXN2(display_short)|uniprotkb:ATX2(gene name synonym)	psi-mi:sh3g2_human(display_long)|uniprotkb:Endophilin-1(gene name synonym)|uniprotkb:SH3 domain-containing GRB2-like protein 2(gene name synonym)|uniprotkb:SH3 domain protein 2A(gene name synonym)|uniprotkb:EEN-B1(gene name synonym)|uniprotkb:SH3GL2(gene name)|psi-mi:SH3GL2(display_short)|uniprotkb:CNSA2(gene name synonym)|uniprotkb:SH3D2A(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Ralser et al. (2005)	pubmed:16115810	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-697879	intact-miscore:0.78
